"תאריך","הגרלה","_1_","_2_","_3_","_4_","_5_","_6_","_7_","_8_","_9_","_10_","_11_","_12_","_13_","_14_","_15_","_16_","_17_","מספר_הזוכים_בפרס_הראשון"
"17/10/13","6435","01","03","07","11","15","17","22","27","31","35","36","37","52","54","65","66","69","0"
"17/10/13","6434","08","10","13","23","24","26","28","29","32","36","38","41","45","49","52","55","57","0"
"16/10/13","6433","07","09","10","14","15","16","21","23","29","32","35","36","44","50","62","64","70","1"
"16/10/13","6432","03","10","24","27","28","29","30","36","39","40","42","46","49","50","56","62","67","0"
"15/10/13","6431","04","11","12","15","17","18","24","27","29","30","42","43","52","61","65","68","69","0"
"15/10/13","6430","04","13","15","25","30","31","34","38","40","47","49","54","58","60","66","67","68","0"
"14/10/13","6429","07","10","12","14","15","26","27","32","36","38","42","48","50","62","63","66","70","0"
"14/10/13","6428","01","07","08","10","12","15","17","20","22","26","27","37","41","45","46","52","59","0"
"13/10/13","6427","01","02","08","12","22","27","40","43","45","51","55","58","59","60","63","65","67","0"
"13/10/13","6426","09","11","12","15","17","20","27","30","34","37","39","40","42","43","48","50","67","0"
"12/10/13","6425","04","05","06","07","11","25","33","37","40","44","51","55","56","59","63","66","68","2"
"11/10/13","6424","01","03","04","09","13","19","27","38","41","54","55","56","58","61","62","63","65","0"
"10/10/13","6423","05","07","08","12","13","18","19","21","26","27","30","33","46","48","50","56","58","1"
"10/10/13","6422","01","02","10","11","13","16","17","20","22","25","34","38","53","59","65","68","69","0"
"09/10/13","6421","05","11","13","15","18","21","28","32","39","47","52","53","54","56","57","59","68","0"
"09/10/13","6420","04","08","12","16","21","25","26","33","34","40","43","49","51","56","62","63","68","13"
"08/10/13","6419","07","16","19","22","23","25","27","30","31","38","45","51","53","54","60","69","70","0"
"08/10/13","6418","03","08","14","16","17","23","33","34","36","39","43","46","48","52","55","64","67","0"
"07/10/13","6417","02","07","09","13","18","25","29","30","39","40","45","52","56","58","60","61","62","0"
"07/10/13","6416","02","10","11","13","14","25","29","32","35","36","42","43","53","54","56","62","63","0"
"06/10/13","6415","01","14","15","18","28","29","31","32","34","37","38","41","44","47","50","51","56","1"
"06/10/13","6414","14","22","28","30","33","36","38","41","47","49","62","64","65","66","67","68","70","1"
"05/10/13","6413","02","04","06","07","14","15","20","24","26","28","42","50","52","56","60","65","69","0"
"04/10/13","6412","02","04","09","19","29","33","34","35","41","45","48","52","55","58","59","64","66","0"
"03/10/13","6411","02","12","15","16","19","30","31","37","39","47","49","50","58","60","61","64","68","0"
"03/10/13","6410","02","03","05","09","17","19","26","29","30","35","37","38","42","49","51","53","65","0"
"02/10/13","6409","03","09","10","18","19","23","33","35","37","41","42","47","51","53","59","62","66","0"
"02/10/13","6408","01","04","13","15","17","18","19","28","51","54","57","61","63","64","67","68","70","0"
"01/10/13","6407","05","10","12","14","26","34","40","42","44","49","53","55","56","58","64","65","66","1"
"01/10/13","6406","01","05","22","33","34","38","51","53","55","57","58","60","65","66","67","68","69","1"
"30/09/13","6405","03","06","08","27","29","34","37","40","42","45","47","48","50","52","54","57","64","0"
"30/09/13","6404","02","03","05","06","09","11","14","17","26","31","49","51","56","61","65","68","69","4"
"29/09/13","6403","03","17","19","21","25","29","32","38","43","49","55","56","58","60","65","67","70","0"
"29/09/13","6402","06","07","09","11","22","24","25","27","38","39","43","44","60","65","66","68","69","0"
"28/09/13","6401","04","12","24","28","35","36","39","42","43","44","45","50","51","58","65","68","70","8"
"27/09/13","6400","03","06","08","10","11","17","21","28","46","48","49","51","53","55","60","63","70","0"
"26/09/13","6399","07","13","15","16","19","21","24","25","29","34","38","43","48","64","65","67","69","0"
"25/09/13","6398","02","08","18","21","26","35","38","42","55","56","59","61","64","67","68","69","70","0"
"24/09/13","6397","01","08","19","20","22","26","27","34","36","41","44","53","54","55","58","63","65","0"
"24/09/13","6396","04","06","18","26","29","34","38","41","44","47","53","54","56","58","64","65","67","0"
"23/09/13","6395","08","11","22","23","33","40","45","46","48","51","52","53","58","62","65","66","68","0"
"23/09/13","6394","02","05","06","08","11","12","15","17","19","21","22","23","26","34","36","51","54","2"
"22/09/13","6393","06","07","08","10","28","31","37","38","39","44","45","46","48","54","55","60","63","0"
"22/09/13","6392","03","07","09","13","14","15","17","24","41","44","50","52","58","59","60","64","66","1"
"21/09/13","6391","04","09","11","14","15","19","26","33","37","38","41","45","49","57","59","66","68","0"
"20/09/13","6390","01","05","06","28","33","37","39","41","44","46","51","52","55","59","61","63","68","0"
"19/09/13","6389","03","06","07","12","16","20","21","22","23","31","43","54","55","56","57","63","68","0"
"18/09/13","6388","02","06","08","19","27","28","32","35","37","39","47","50","51","54","56","59","62","2"
"17/09/13","6387","03","04","06","07","08","11","17","24","27","42","43","48","62","65","66","67","70","2"
"17/09/13","6386","03","05","06","07","10","27","29","31","38","43","44","45","47","52","55","61","64","1"
"16/09/13","6385","06","14","15","16","20","23","28","33","37","43","46","52","53","58","61","66","68","0"
"16/09/13","6384","06","10","24","27","28","29","31","32","34","37","38","40","41","45","53","59","62","0"
"15/09/13","6383","01","04","05","06","17","18","19","22","25","28","29","34","35","37","48","59","62","0"
"15/09/13","6382","01","05","06","12","13","16","31","32","34","36","38","47","53","59","65","66","70","0"
"14/09/13","6381","02","03","04","06","07","16","22","23","30","32","33","36","43","45","50","63","64","0"
"13/09/13","6380","05","07","08","19","21","22","23","24","27","31","33","44","45","46","50","64","67","0"
"12/09/13","6379","03","04","09","10","11","15","24","25","26","36","42","43","49","61","67","68","69","1"
"12/09/13","6378","06","07","14","15","18","21","24","27","28","29","34","35","39","41","43","46","68","1"
"11/09/13","6377","05","07","09","15","16","18","23","24","25","28","29","38","40","44","46","59","65","1"
"11/09/13","6376","01","06","08","11","15","24","25","28","32","42","49","52","54","55","58","59","70","0"
"10/09/13","6375","03","09","14","23","28","34","35","36","42","43","48","50","52","56","61","65","67","1"
"10/09/13","6374","01","02","10","11","14","22","27","29","36","42","46","48","51","54","57","65","69","0"
"09/09/13","6373","06","10","13","14","22","25","38","40","43","47","48","50","55","56","58","67","70","0"
"09/09/13","6372","03","04","06","13","23","28","29","36","38","43","55","60","62","63","64","65","67","0"
"08/09/13","6371","02","03","04","06","08","10","23","24","26","28","46","52","54","55","64","68","69","3"
"08/09/13","6370","01","04","09","16","17","23","26","27","34","36","50","55","56","57","64","66","68","0"
"07/09/13","6369","03","08","10","14","16","20","25","35","43","45","46","50","56","57","59","63","66","0"
"04/09/13","6368","02","07","17","23","29","31","34","35","38","39","45","51","54","58","60","61","62","0"
"03/09/13","6367","01","02","05","10","14","16","17","21","24","29","32","50","54","55","59","62","70","1"
"03/09/13","6366","10","11","14","15","19","24","28","29","36","41","49","51","53","55","57","61","65","0"
"02/09/13","6365","10","14","16","21","24","28","30","35","41","43","52","54","57","58","60","61","68","0"
"02/09/13","6364","03","06","11","18","26","33","34","36","39","40","41","54","56","59","61","63","64","0"
"01/09/13","6363","05","06","09","11","12","19","26","28","30","37","38","46","50","55","64","67","68","0"
"01/09/13","6362","07","08","14","19","23","27","31","35","37","42","49","52","53","61","63","65","70","0"
"31/08/13","6361","04","05","06","11","13","20","26","28","32","33","35","40","43","45","52","61","62","1"
"30/08/13","6360","04","05","06","12","16","36","41","42","44","46","47","52","54","58","62","66","67","0"
"29/08/13","6359","05","07","13","15","17","18","23","24","25","31","36","37","53","55","60","65","66","0"
"29/08/13","6358","03","05","08","09","18","21","24","29","38","46","47","48","49","50","55","59","61","1"
"28/08/13","6357","05","06","09","11","12","17","19","21","22","28","34","37","48","50","61","63","66","0"
"28/08/13","6356","02","04","12","16","19","20","22","33","35","41","43","45","46","56","57","69","70","1"
"27/08/13","6355","03","13","15","17","18","21","31","32","35","36","40","42","45","51","56","59","61","1"
"27/08/13","6354","03","07","09","11","15","19","27","29","33","36","37","43","47","53","58","61","62","1"
"26/08/13","6353","01","03","09","22","27","30","32","35","36","37","39","41","45","50","52","56","64","0"
"26/08/13","6352","02","03","04","06","13","16","19","29","32","34","36","39","50","51","53","66","69","0"
"25/08/13","6351","03","17","20","29","32","36","38","42","45","50","53","56","57","60","61","66","69","0"
"25/08/13","6350","07","09","10","16","17","19","29","31","33","35","51","53","54","56","57","65","70","3"
"24/08/13","6349","08","17","20","26","28","29","31","32","34","37","38","47","54","57","65","66","69","0"
"23/08/13","6348","01","07","13","15","23","24","27","30","31","34","35","37","38","50","52","63","65","0"
"22/08/13","6347","08","09","12","13","16","20","23","26","29","33","36","40","45","48","49","66","69","3"
"22/08/13","6346","01","04","07","12","15","18","26","27","30","36","43","49","51","57","59","66","68","1"
"21/08/13","6345","06","07","08","10","17","23","27","32","36","37","38","42","45","46","56","61","65","1"
"21/08/13","6344","02","04","07","17","26","35","38","39","42","47","48","49","53","58","63","69","70","2"
"20/08/13","6343","03","10","14","17","19","27","28","29","32","36","39","41","48","49","58","61","62","1"
"20/08/13","6342","03","07","08","15","24","31","33","34","35","37","43","44","49","51","52","62","69","0"
"19/08/13","6341","01","02","04","12","13","15","18","19","26","27","35","42","51","54","65","67","68","0"
"19/08/13","6340","04","05","09","12","27","29","32","35","38","40","52","53","61","62","63","65","67","0"
"18/08/13","6339","05","08","11","15","16","21","23","26","34","41","43","54","56","62","64","65","69","0"
"18/08/13","6338","01","08","11","14","28","29","30","38","40","43","57","58","60","61","63","65","67","1"
"17/08/13","6337","05","06","07","09","10","19","20","21","25","26","32","41","42","47","55","60","64","1"
"16/08/13","6336","04","10","12","24","26","28","29","30","35","38","40","43","44","46","49","59","60","2"
"15/08/13","6335","01","06","08","11","23","26","27","31","38","42","43","52","57","58","59","69","70","1"
"15/08/13","6334","01","08","10","23","36","39","40","43","44","48","49","50","51","55","60","66","68","1"
"14/08/13","6333","03","06","13","16","28","29","31","32","33","36","38","40","47","51","54","63","70","0"
"14/08/13","6332","03","04","07","09","11","13","16","25","35","40","43","46","54","57","62","65","69","0"
"13/08/13","6331","03","07","10","12","13","22","23","25","33","34","46","48","51","56","61","64","66","0"
"13/08/13","6330","07","10","14","20","21","23","24","25","26","28","44","48","51","52","54","60","68","1"
"12/08/13","6329","04","06","09","15","18","22","27","37","38","45","49","50","53","55","61","64","67","0"
"12/08/13","6328","04","07","09","11","12","14","16","18","24","25","28","30","31","33","49","56","68","1"
"11/08/13","6327","11","12","14","18","21","22","31","37","42","45","53","54","58","59","61","63","67","1"
"11/08/13","6326","04","07","13","22","23","27","31","36","37","38","45","49","50","51","55","63","66","0"
"10/08/13","6325","08","13","22","24","31","33","38","39","42","49","51","52","56","61","62","67","68","0"
"09/08/13","6324","16","17","18","28","29","30","31","34","39","41","48","53","54","57","58","65","66","0"
"08/08/13","6323","04","05","07","13","17","27","30","31","33","40","41","46","60","63","64","66","70","0"
"08/08/13","6322","07","10","13","14","21","35","36","37","38","40","47","51","52","55","56","63","67","0"
"07/08/13","6321","05","07","11","12","30","32","35","41","45","46","49","56","60","65","66","68","70","1"
"07/08/13","6320","06","08","10","24","25","28","32","34","36","37","39","43","47","48","49","64","65","0"
"06/08/13","6319","01","02","10","13","15","24","29","30","31","41","47","49","56","59","62","67","68","0"
"06/08/13","6318","05","07","08","10","14","35","37","41","43","45","46","48","51","56","57","59","68","0"
"05/08/13","6317","06","23","30","31","32","35","37","40","44","47","50","52","53","54","58","60","61","0"
"05/08/13","6316","03","11","16","19","26","29","30","35","36","38","39","45","50","52","60","63","67","0"
"04/08/13","6315","01","07","08","11","15","19","22","25","36","40","45","46","51","53","58","63","68","0"
"04/08/13","6314","02","07","09","15","18","24","28","30","34","41","49","50","51","53","58","63","69","0"
"03/08/13","6313","05","08","10","12","14","15","17","19","20","28","33","44","50","54","56","62","64","1"
"02/08/13","6312","01","06","09","11","14","16","21","22","30","35","37","40","43","54","60","62","63","0"
"01/08/13","6311","02","03","07","10","11","15","17","18","22","23","26","32","41","42","47","61","67","1"
"01/08/13","6310","06","12","15","16","18","19","21","25","35","37","38","39","58","62","65","68","70","0"
